001	1.e5vbn.png	0	1.1loh0.png	0	Socialite Fencer
002	1.e5vbn.png	1	1.1loh0.png	1	Pub Bouncer
003	1.e5vbn.png	2	1.1loh0.png	2	Trinity Rusher
004	1.e5vbn.png	3	1.1loh0.png	3	Trinity Potshot
005	1.e5vbn.png	4	1.1loh0.png	4	Claw Caster
006	1.e5vbn.png	5	1.1loh0.png	5	Chain Initiate
007	2.3nu50.png	0	2.am5q0.png	0	LDF Peacekeeper
008	2.3nu50.png	1	2.am5q0.png	1	Trinity Basher
009	2.3nu50.png	2	2.am5q0.png	2	Claw Slicer
010	2.3nu50.png	3	2.am5q0.png	3	Factory Markswoman
011	2.3nu50.png	4	2.am5q0.png	4	Rage Spellslinger
012	2.3nu50.png	5	2.am5q0.png	5	LDF Medic
013	3.6msbc.png	0	3.9vilp.png	0	Apprentice Builder
014	3.6msbc.png	1	3.9vilp.png	1	Master Builder
015	3.6msbc.png	2	3.9vilp.png	2	Rage Brute
016	3.6msbc.png	3	3.9vilp.png	3	Rage Bruiser
017	3.6msbc.png	4	3.9vilp.png	4	Claw Skirmisher
018	3.6msbc.png	5	3.9vilp.png	5	Claw Ambusher
019	4.6ok6a.png	0	4.7lkhq.png	0	LDF Gunner
020	4.6ok6a.png	1	4.7lkhq.png	1	LDF Sureshot
021	4.6ok6a.png	2	4.7lkhq.png	2	Order Pupil
022	4.6ok6a.png	3	4.7lkhq.png	3	Order Scholar
023	4.6ok6a.png	4	4.7lkhq.png	4	Order Cleric
024	4.6ok6a.png	5	4.7lkhq.png	5	Order Chaplain
025	5.pqqg.png	0	5.719di.png	0	Order Disciple
026	5.pqqg.png	1	5.719di.png	1	Order Zealot
027	5.pqqg.png	2	5.719di.png	2	LDF Flight Officer
028	5.pqqg.png	3	5.719di.png	3	LDF Flight Commander
029	5.pqqg.png	4	5.719di.png	4	Order Apostle
030	5.pqqg.png	5	5.719di.png	5	Order Missionary
031	6.b5jr3.png	0	6.31ir0.png	0	Haven Trapper
032	6.b5jr3.png	1	6.31ir0.png	1	Haven Huntsman
033	6.b5jr3.png	2	6.31ir0.png	2	Trinity Messenger
034	6.b5jr3.png	3	6.31ir0.png	3	Trinity Herald
035	6.b5jr3.png	4	6.31ir0.png	4	Claw Minstrel
036	6.b5jr3.png	5	6.31ir0.png	5	Claw Rocker
037	7.92khg.png	0	7.3qqat.png	0	LDF Constable
038	7.92khg.png	1	7.3qqat.png	1	LDF Sergeant
039	7.92khg.png	2	7.3qqat.png	2	Claw Chopper
040	7.92khg.png	3	7.3qqat.png	3	Claw Cleaver
041	7.92khg.png	4	7.3qqat.png	4	Street Urchin
042	7.92khg.png	5	7.3qqat.png	5	Street Hoodlum
043	8.fj48b.png	0	8.dt6s.png	0	LDF Bowgunner
044	8.fj48b.png	1	8.dt6s.png	1	LDF Bolt Slinger
045	8.fj48b.png	2	8.dt6s.png	2	LDF Crowd Mage
046	8.fj48b.png	3	8.dt6s.png	3	LDF Riot Mage
047	8.fj48b.png	4	8.dt6s.png	4	Street Nurse
048	8.fj48b.png	5	8.dt6s.png	5	Street Matron
049	9.7gtjm.png	0	9.u068.png	0	Junkyard Looter
050	9.7gtjm.png	1	9.u068.png	1	Junkyard Scavenger
051	9.7gtjm.png	2	9.u068.png	2	Ceremonial Guard
052	9.7gtjm.png	3	9.u068.png	3	Ceremonial Bulwark
053	9.7gtjm.png	4	9.u068.png	4	Faceless Assailant
054	9.7gtjm.png	5	9.u068.png	5	Faceless Assassin
055	10.8kb47.png	0	10.fhgo7.png	0	Dart Shooter
056	10.8kb47.png	1	10.fhgo7.png	1	Dart Sharpshooter
057	10.8kb47.png	2	10.fhgo7.png	2	Fortune Teller
058	10.8kb47.png	3	10.fhgo7.png	3	Fortune Diviner
059	10.8kb47.png	4	10.fhgo7.png	4	Blight Doctor
060	10.8kb47.png	5	10.fhgo7.png	5	Blight Physician
061	11.3pq5.png	0	11.74vhv.png	0	Pub Barman
062	11.3pq5.png	1	11.74vhv.png	1	Pub Landlord
063	11.3pq5.png	2	11.74vhv.png	2	Morbid Digger
064	11.3pq5.png	3	11.74vhv.png	3	Morbid Undertaker
065	11.3pq5.png	4	11.74vhv.png	4	Pirate Grappler
066	11.3pq5.png	5	11.74vhv.png	5	Pirate Cut-Throat
068	12.fq3rm.png	1	12.fbv5r.png	1	Master of Ceremonies
069	12.fq3rm.png	2	12.fbv5r.png	2	Conjuring Clown
070	12.fq3rm.png	3	12.fbv5r.png	3	Conjuring Harlequin
071	12.fq3rm.png	4	12.fbv5r.png	4	The Botanist
072	12.fq3rm.png	5	12.fbv5r.png	5	The Ecologist
073	13.am352.png	0	13.bp69q.png	0	Commune Defender
074	13.am352.png	1	13.bp69q.png	1	Commune Conductor
075	13.am352.png	2	13.bp69q.png	2	LDF Swordwielder
076	13.am352.png	3	13.bp69q.png	3	LDF Greatsword
077	13.am352.png	4	13.bp69q.png	4	Talon Scratcher
078	13.am352.png	5	13.bp69q.png	5	Talon Slasher
079	14.grd4.png	0	14.6jumc.png	0	Garrett Talon
080	14.grd4.png	1	14.6jumc.png	1	Garrett the Claw
081	14.grd4.png	2	14.6jumc.png	2	Devout Mage
082	14.grd4.png	3	14.6jumc.png	3	Devout Warlock
083	14.grd4.png	4	14.6jumc.png	4	Minerva the Brave
084	14.grd4.png	5	14.6jumc.png	5	Minerva the Lionheart
085	15.ddlo6.png	0	15.5n0uk.png	0	Conductor Kerryson
086	15.ddlo6.png	1	15.5n0uk.png	1	Kerryson the Stoic
087	15.ddlo6.png	2	15.5n0uk.png	2	Royal Yeoman
088	15.ddlo6.png	3	15.5n0uk.png	3	Royal Beefeater
089	15.ddlo6.png	4	15.5n0uk.png	4	Prison Warden
090	15.ddlo6.png	5	15.5n0uk.png	5	Prison Guv'nor
091	16.a2g2e.png	0	16.6qflk.png	0	Pirate Gunslinger
092	16.a2g2e.png	1	16.6qflk.png	1	Pirate Sharpshooter
093	16.a2g2e.png	2	16.6qflk.png	2	Macabre Embalmer
094	16.a2g2e.png	3	16.6qflk.png	3	Macabre Undertaker
095	16.a2g2e.png	4	16.6qflk.png	4	Rescue Corps
096	16.a2g2e.png	5	16.6qflk.png	5	Rescue Paramedic
097	17.886jg.png	0	17.2p1ha.png	0	Joe Wonder
098	17.886jg.png	1	17.2p1ha.png	1	Pompous Joe Wonder
099	17.886jg.png	2	17.2p1ha.png	2	Cap'n Johan
100	17.886jg.png	3	17.2p1ha.png	3	Johan the Romantic
101	17.886jg.png	4	17.2p1ha.png	4	Greyson the Shifty
102	17.886jg.png	5	17.2p1ha.png	5	Greyson the Shrewd
103	18.53l25.png	0	18.3kkot.png	0	Precision Shooter
104	18.53l25.png	1	18.3kkot.png	1	Precision Sniper
105	18.53l25.png	2	18.3kkot.png	2	Raging Dragon
106	18.53l25.png	3	18.3kkot.png	3	Blazing Dragon
107	18.53l25.png	4	18.3kkot.png	4	Flame Warden
108	18.53l25.png	5	18.3kkot.png	5	Flame Dissident
109	19.5faei.png	0	19.9mahp.png	0	Excavator Decker
110	19.5faei.png	1	19.9mahp.png	1	Underminer Decker
